,StartDate,ExitDate,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,JobFunctionDescription,GenderCode,LocationCode,Race,Marital Status,Performance Score,Current Employee Rating,Employee ID,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Program Name,Training Type,Training Outcome
2579,04-10-2022,active,NEL,Active,Part-Time,Zone C,Full-Time,Production       ,Field Operations,Laborer,Female,88958,Asian,Single,Fully Meets,1,3006,3,5,2,Communication Skills,External,Passed
2580,21-03-2019,25-Sep-22,PL,Active,Part-Time,Zone A,Full-Time,Production       ,General - Con,Technician,Female,22812,Black,Married,Fully Meets,2,3007,2,5,3,Customer Service,External,Incomplete
2581,03-04-2020,27-Dec-21,PYZ,Active,Full-Time,Zone A,Full-Time,Production       ,General - Sga,Construction Manager,Female,96960,Black,Widowed,Fully Meets,4,3008,2,1,4,Leadership Development,Internal,Incomplete
2582,02-06-2019,14-Jul-21,EW,Active,Part-Time,Zone C,Part-Time,Production       ,Billable Consultants,Engineer,Male,14887,White,Married,Fully Meets,2,3009,1,2,4,Leadership Development,Internal,Incomplete
2583,31-05-2019,04-Sep-20,MSC,Active,Part-Time,Zone C,Temporary,Production       ,General - Con,Flagger,Male,33080,Other,Married,Fully Meets,1,3010,1,5,5,Project Management,External,Failed
2584,06-01-2020,04-May-20,TNS,Active,Part-Time,Zone A,Full-Time,Production       ,Engineers,Engineer,Female,51348,Hispanic,Widowed,Fully Meets,5,3011,4,4,3,Leadership Development,External,Incomplete
2585,19-08-2018,18-Feb-21,BPC,Active,Contract,Zone A,Temporary,Production       ,General - Sga,Manager,Female,3143,Asian,Single,Exceeds,1,3012,3,5,1,Technical Skills,External,Failed
2586,18-05-2019,active,CCDR,Active,Full-Time,Zone C,Full-Time,Production       ,Splicing,Splicer,Female,35422,Asian,Widowed,PIP,1,3013,5,2,4,Leadership Development,Internal,Incomplete
2587,23-11-2022,09-Dec-22,EW,Active,Contract,Zone B,Temporary,Production       ,Field Operations,Flagger,Male,81914,Hispanic,Single,PIP,2,3014,3,4,2,Leadership Development,Internal,Completed
2588,02-12-2020,active,MSC,Active,Part-Time,Zone C,Part-Time,Production       ,General - Sga,Clerk,Male,56005,Hispanic,Single,PIP,2,3015,5,5,5,Customer Service,External,Completed
2589,05-01-2022,active,NEL,Active,Part-Time,Zone A,Part-Time,Production       ,Finance & Accounting,Accounting,Male,19295,Black,Widowed,PIP,4,3016,3,1,2,Communication Skills,Internal,Completed
2590,16-04-2023,04-Aug-23,PL,Active,Full-Time,Zone B,Full-Time,Production       ,Field Operations,Laborer,Female,89360,Other,Divorced,PIP,5,3017,3,5,3,Technical Skills,Internal,Incomplete
2591,10-10-2020,23-Jun-23,PYZ,Active,Contract,Zone C,Part-Time,Production       ,Project Management - Con,Manager,Female,77355,Black,Widowed,PIP,2,3018,1,1,4,Communication Skills,External,Passed
2592,15-04-2022,04-Jul-23,SVG,Active,Contract,Zone B,Full-Time,Production       ,Finance & Accounting,Administrative,Female,26467,Asian,Married,PIP,2,3019,3,4,2,Technical Skills,External,Failed
2593,25-07-2023,active,TNS,Active,Part-Time,Zone C,Part-Time,Production       ,General - Con,Technician,Male,8903,Black,Widowed,PIP,2,3020,2,5,1,Project Management,External,Completed
2594,31-08-2020,active,WBL,Active,Contract,Zone A,Temporary,Production       ,Wireline Construction,Administrative,Male,95247,Other,Single,PIP,2,3021,5,3,4,Customer Service,External,Passed
2595,10-10-2018,17-May-20,BPC,Active,Full-Time,Zone C,Full-Time,Production       ,Splicing,Laborer,Male,23955,Other,Married,PIP,1,3022,2,2,3,Communication Skills,External,Completed
2596,15-01-2019,03-Apr-21,TNS,Terminated,Contract,Zone B,Part-Time,Production       ,General - Con,Technician,Female,46410,Black,Widowed,PIP,2,3023,3,5,3,Project Management,Internal,Passed
2597,26-12-2021,active,BPC,Active,Contract,Zone A,Full-Time,Production       ,Project Management - Con,Supervisor,Female,51804,Hispanic,Widowed,Fully Meets,2,3024,4,5,5,Technical Skills,External,Passed
2598,23-05-2022,active,CCDR,Active,Contract,Zone C,Temporary,Production       ,Project Management - Con,Technician,Female,10677,Black,Married,Fully Meets,1,3025,3,4,5,Communication Skills,External,Incomplete
2599,23-08-2022,active,EW,Active,Contract,Zone C,Part-Time,Production       ,Project Management - Con,Lineman,Female,80801,Asian,Divorced,Fully Meets,2,3026,3,2,4,Customer Service,External,Passed
2600,27-05-2023,28-Jul-23,MSC,Active,Part-Time,Zone A,Full-Time,Production       ,General - Eng,Administrative,Female,7984,White,Single,Fully Meets,5,3027,3,2,4,Communication Skills,External,Incomplete
2601,10-08-2018,25-Jul-21,NEL,Terminated,Contract,Zone B,Temporary,Production       ,Engineers,Engineer,Female,32254,Asian,Married,Fully Meets,2,3028,5,4,1,Communication Skills,Internal,Completed
2602,24-10-2021,03-Feb-23,PL,Active,Contract,Zone C,Full-Time,Production       ,Finance & Accounting,Clerk,Female,5819,Asian,Widowed,Fully Meets,4,3029,1,1,3,Project Management,External,Incomplete
2603,05-07-2022,03-Jan-23,PYZ,Active,Full-Time,Zone C,Part-Time,Production       ,Wireline Construction,Laborer,Female,51064,White,Single,Fully Meets,1,3030,2,2,5,Technical Skills,Internal,Passed
2604,22-01-2022,03-Mar-23,SVG,Active,Contract,Zone B,Temporary,Production       ,Project Management - Con,Supervisor,Male,88435,Asian,Married,Fully Meets,1,3031,2,3,2,Technical Skills,External,Incomplete
2605,27-03-2023,23-Jul-23,EW,Active,Part-Time,Zone A,Full-Time,Production       ,General - Con,Supervisor,Male,48042,Asian,Married,Fully Meets,2,3032,1,3,2,Technical Skills,External,Passed
2606,26-08-2019,09-Mar-22,MSC,Active,Contract,Zone C,Part-Time,Production       ,Engineers,Field Project Manager,Male,54212,White,Divorced,Fully Meets,2,3033,3,3,5,Customer Service,Internal,Incomplete
2607,16-10-2021,active,TNS,Active,Full-Time,Zone B,Temporary,Production       ,Field Operations,Foreman,Female,26202,White,Single,Fully Meets,2,3034,1,4,2,Leadership Development,Internal,Passed
2608,14-06-2019,active,PYZ,Active,Contract,Zone C,Temporary,Production       ,Engineers,Director,Female,33464,Other,Divorced,Fully Meets,1,3035,2,4,5,Customer Service,Internal,Completed
2609,05-07-2020,active,WBL,Active,Full-Time,Zone B,Temporary,Production       ,Technology / It,Administrator,Female,94333,White,Widowed,Fully Meets,2,3036,1,4,2,Technical Skills,Internal,Failed
2610,02-03-2020,active,NEL,Active,Full-Time,Zone C,Full-Time,Production       ,Field Operations,Director,Male,38200,Asian,Married,Fully Meets,4,3037,3,4,2,Leadership Development,Internal,Failed
2611,11-11-2020,28-Apr-21,PL,Active,Part-Time,Zone B,Temporary,Production       ,Field Operations,Laborer,Male,76217,White,Divorced,Fully Meets,2,3038,5,5,5,Customer Service,Internal,Incomplete
2612,22-12-2019,active,BPC,Active,Contract,Zone B,Temporary,Production       ,Project Management - Con,Supervisor,Female,91829,Other,Single,Fully Meets,5,3039,4,2,1,Leadership Development,Internal,Completed
2613,14-12-2020,active,CCDR,Active,Full-Time,Zone A,Full-Time,Production       ,Field Operations,Groundman,Female,31946,White,Divorced,Fully Meets,5,3040,5,1,4,Technical Skills,Internal,Passed
2614,20-06-2020,active,SVG,Active,Contract,Zone C,Full-Time,Production       ,General - Con,Laborer,Female,2308,White,Single,Fully Meets,2,3041,5,5,4,Project Management,Internal,Completed
2615,09-06-2023,12-Jul-23,EW,Active,Contract,Zone B,Temporary,Production       ,Fielders,Engineer,Female,44194,White,Widowed,Exceeds,4,3042,4,1,2,Technical Skills,Internal,Incomplete
2616,25-09-2022,active,MSC,Active,Contract,Zone C,Full-Time,Production       ,Catv,Supervisor,Male,48124,Black,Widowed,Exceeds,2,3043,5,3,3,Customer Service,External,Completed
2617,26-08-2020,30-Dec-20,TNS,Active,Contract,Zone B,Part-Time,Production       ,General - Con,Laborer,Male,16165,White,Single,Exceeds,2,3044,1,1,3,Leadership Development,Internal,Passed
2618,28-08-2019,active,PYZ,Active,Full-Time,Zone C,Temporary,Production       ,General - Eng,Engineer,Male,64494,Other,Single,Exceeds,2,3045,5,4,1,Communication Skills,External,Incomplete
2619,02-06-2023,09-Jul-23,TNS,Terminated,Part-Time,Zone A,Full-Time,Production       ,Wireline Construction,Supervisor,Female,85307,Other,Single,Exceeds,4,3046,2,5,3,Communication Skills,Internal,Passed
2620,12-09-2018,active,PYZ,Active,Full-Time,Zone C,Full-Time,Production       ,Engineers,Administrative,Female,33237,White,Married,Exceeds,5,3047,4,2,1,Customer Service,External,Passed
2621,15-07-2023,active,WBL,Active,Contract,Zone B,Part-Time,Production       ,Isp,Apprentice,Female,34381,White,Married,Fully Meets,2,3048,2,2,3,Customer Service,Internal,Completed
2622,02-07-2023,25-Jul-23,NEL,Active,Part-Time,Zone A,Temporary,Production       ,General - Con,Laborer,Female,96062,Asian,Married,Fully Meets,4,3049,5,3,2,Project Management,External,Incomplete
2623,10-02-2020,active,PL,Active,Contract,Zone C,Full-Time,Production       ,Splicing,Splicer,Female,78746,White,Single,Fully Meets,4,3050,1,3,4,Project Management,External,Completed
2624,27-08-2021,01-May-22,BPC,Terminated,Contract,Zone B,Temporary,Production       ,Underground,Lineman,Female,96336,Asian,Widowed,Fully Meets,5,3051,3,5,5,Leadership Development,External,Incomplete
2625,25-01-2020,05-Feb-23,CCDR,Active,Full-Time,Zone A,Full-Time,Production       ,General - Sga,Project Coordinator,Female,60154,White,Single,Fully Meets,5,3052,5,1,3,Technical Skills,External,Incomplete
2626,26-03-2020,08-Oct-21,SVG,Active,Part-Time,Zone A,Full-Time,Production       ,General - Con,Lineman,Female,34734,Asian,Widowed,Fully Meets,2,3053,2,1,3,Communication Skills,External,Failed
2627,23-10-2020,active,SVG,Active,Contract,Zone C,Full-Time,Production       ,Field Operations,Laborer,Male,59668,White,Married,Fully Meets,1,3054,5,5,2,Leadership Development,External,Incomplete
2628,27-12-2020,07-Dec-21,EW,Active,Part-Time,Zone A,Part-Time,Production       ,Field Operations,Technician,Male,83604,Other,Divorced,Fully Meets,2,3055,5,1,3,Technical Skills,Internal,Failed
2629,21-06-2022,active,MSC,Active,Part-Time,Zone A,Temporary,Production       ,Wireless,Manager,Female,56056,Other,Divorced,Fully Meets,5,3056,5,5,2,Communication Skills,External,Passed
2630,09-11-2022,09-Jul-23,TNS,Active,Full-Time,Zone A,Temporary,Production       ,General - Con,Laborer,Female,58387,Black,Divorced,Fully Meets,4,3057,1,2,5,Leadership Development,Internal,Completed
2631,11-02-2019,30-Jul-20,PYZ,Active,Part-Time,Zone A,Temporary,Production       ,Yard (Material Handling),Coordinator,Male,93290,Asian,Divorced,Fully Meets,1,3058,4,1,1,Leadership Development,Internal,Completed
2632,28-03-2021,active,WBL,Active,Part-Time,Zone A,Temporary,Production       ,Project Management - Con,Coordinator,Female,73253,White,Widowed,Fully Meets,1,3059,2,1,3,Communication Skills,External,Completed
2633,29-08-2020,active,NEL,Active,Part-Time,Zone A,Part-Time,Production       ,Yard (Material Handling),Coordinator,Male,13893,Asian,Widowed,Fully Meets,2,3060,5,2,4,Customer Service,Internal,Failed
2634,03-01-2023,05-Aug-23,PL,Active,Part-Time,Zone C,Full-Time,Production       ,Wireline Construction,Foreman,Male,51434,Other,Married,Fully Meets,4,3061,5,1,3,Technical Skills,External,Incomplete
2635,28-11-2022,active,BPC,Active,Part-Time,Zone A,Temporary,Production       ,General - Con,Supervisor,Female,71004,Asian,Divorced,Fully Meets,1,3062,3,4,1,Leadership Development,Internal,Passed
2636,22-12-2021,03-Aug-23,CCDR,Active,Contract,Zone B,Part-Time,Production       ,Field Operations,Supervisor,Female,46847,Other,Widowed,Fully Meets,5,3063,1,5,1,Project Management,External,Failed
2637,08-07-2023,active,SVG,Active,Contract,Zone A,Full-Time,Production       ,Field Operations,Laborer,Female,76345,Other,Divorced,Fully Meets,4,3064,2,2,5,Project Management,Internal,Incomplete
2638,21-04-2021,21-Sep-21,EW,Active,Part-Time,Zone A,Temporary,Production       ,Field Operations,Tower Hand,Female,15364,Black,Divorced,Fully Meets,4,3065,3,1,2,Project Management,Internal,Incomplete
2639,28-07-2022,20-Oct-22,MSC,Active,Full-Time,Zone B,Full-Time,Production       ,Field Operations,Operator,Male,2005,Hispanic,Divorced,Fully Meets,1,3066,5,4,1,Communication Skills,External,Failed
2640,05-11-2019,active,TNS,Active,Part-Time,Zone B,Part-Time,Production       ,Field Operations,Technician,Male,50527,Hispanic,Single,Fully Meets,4,3067,3,1,2,Communication Skills,External,Completed
2641,22-05-2022,08-Dec-22,PYZ,Terminated,Full-Time,Zone A,Temporary,Production       ,Finance & Accounting,Assistant,Male,21620,Asian,Single,Fully Meets,5,3068,3,2,1,Customer Service,External,Completed
2642,19-10-2019,03-Dec-21,WBL,Active,Full-Time,Zone A,Temporary,Production       ,General - Con,Clerk,Female,92533,White,Married,Fully Meets,4,3069,1,2,3,Technical Skills,External,Incomplete
2643,25-12-2019,24-Jul-21,BPC,Active,Full-Time,Zone C,Temporary,Production       ,Wireline Construction,Laborer,Female,7528,White,Divorced,Fully Meets,1,3070,1,5,4,Communication Skills,External,Failed
2644,04-11-2022,26-Nov-22,CCDR,Active,Full-Time,Zone B,Part-Time,Production       ,General - Con,Lineman,Female,34566,Black,Married,Fully Meets,2,3071,1,4,2,Project Management,External,Incomplete
2645,26-04-2023,30-May-23,EW,Active,Full-Time,Zone B,Part-Time,Production       ,Wireless,Foreman,Female,48363,Asian,Divorced,Fully Meets,1,3072,2,4,1,Project Management,Internal,Failed
2646,26-10-2022,16-May-23,MSC,Terminated,Contract,Zone A,Part-Time,Production       ,General - Con,Laborer,Female,27147,Black,Single,Fully Meets,4,3073,2,3,5,Customer Service,Internal,Completed
2647,14-07-2020,27-Jun-22,NEL,Terminated,Contract,Zone A,Full-Time,Production       ,Splicing,Splicer,Female,79280,Hispanic,Single,Fully Meets,1,3074,1,3,2,Leadership Development,Internal,Passed
2648,12-03-2023,active,PL,Active,Full-Time,Zone B,Part-Time,Production       ,Fielders,Engineer,Female,18316,Other,Single,Fully Meets,5,3075,5,3,1,Leadership Development,External,Completed
2649,26-04-2023,active,PYZ,Active,Part-Time,Zone C,Full-Time,Production       ,General - Con,Foreman,Male,3738,White,Married,Fully Meets,5,3076,2,1,5,Communication Skills,External,Passed
2650,17-09-2022,12-Jun-23,CCDR,Active,Contract,Zone A,Temporary,Production       ,General - Con,Clerk,Male,16185,Hispanic,Married,Fully Meets,1,3077,2,1,2,Project Management,External,Failed
2651,08-01-2021,01-Apr-23,SVG,Active,Contract,Zone B,Part-Time,Production       ,General - Con,Foreman,Male,10871,Black,Widowed,Fully Meets,1,3078,1,1,5,Leadership Development,Internal,Completed
2652,18-12-2020,16-Sep-22,EW,Active,Part-Time,Zone B,Part-Time,Production       ,Aerial,Engineer,Female,54361,Black,Single,Fully Meets,4,3079,3,5,3,Communication Skills,External,Completed
2653,12-09-2020,22-Nov-22,MSC,Active,Contract,Zone B,Part-Time,Production       ,General - Con,Lineman,Female,82524,Hispanic,Widowed,Fully Meets,2,3080,3,3,5,Technical Skills,Internal,Incomplete
2654,20-10-2020,active,TNS,Active,Part-Time,Zone C,Part-Time,Production       ,Finance & Accounting,Controller,Male,18410,White,Widowed,Fully Meets,2,3081,3,3,1,Customer Service,Internal,Completed
2655,18-11-2022,active,PYZ,Active,Part-Time,Zone A,Part-Time,Production       ,Field Operations,Manager,Female,53176,Other,Single,Fully Meets,1,3082,4,3,4,Project Management,External,Incomplete
2656,14-01-2023,active,WBL,Active,Contract,Zone C,Full-Time,Production       ,Aerial,Laborer,Male,55790,Asian,Widowed,Fully Meets,2,3083,4,4,3,Technical Skills,External,Completed
2657,27-10-2020,08-Jun-22,NEL,Active,Part-Time,Zone A,Temporary,Production       ,General - Con,Clerk,Male,64716,Black,Widowed,Fully Meets,4,3084,5,3,3,Customer Service,External,Completed
2658,29-08-2020,active,PL,Active,Full-Time,Zone C,Full-Time,Production       ,Field Operations,Operator,Female,21299,Asian,Single,Fully Meets,2,3085,4,3,5,Technical Skills,External,Failed
2659,23-12-2019,05-Aug-23,BPC,Active,Part-Time,Zone B,Temporary,Production       ,Aerial,Foreman,Female,51176,Asian,Divorced,Fully Meets,1,3086,4,2,2,Communication Skills,Internal,Incomplete
2660,03-07-2023,active,CCDR,Active,Contract,Zone B,Part-Time,Production       ,Project Management - Con,Coordinator,Female,51274,Black,Married,Fully Meets,4,3087,4,3,4,Communication Skills,Internal,Passed
2661,26-09-2022,active,SVG,Active,Part-Time,Zone B,Part-Time,Production       ,Field Operations,Technician,Female,52777,Other,Married,Fully Meets,5,3088,5,3,5,Customer Service,External,Incomplete
2662,09-05-2020,25-Jul-23,EW,Active,Contract,Zone A,Temporary,Production       ,Field Operations,Laborer,Female,51728,Black,Single,Fully Meets,4,3089,5,3,5,Leadership Development,Internal,Failed
2663,08-03-2023,active,MSC,Active,Part-Time,Zone B,Part-Time,Production       ,Field Operations,Foreman,Male,54485,Black,Married,Fully Meets,5,3090,3,2,4,Technical Skills,Internal,Incomplete
2664,27-02-2019,31-Aug-20,TNS,Terminated,Contract,Zone B,Part-Time,Production       ,Billable Consultants,Technician,Male,6649,White,Single,Fully Meets,5,3091,2,2,4,Project Management,External,Completed
2665,12-01-2020,12-Jul-23,TNS,Active,Contract,Zone A,Full-Time,Production       ,Field Operations,Lineman,Female,48374,Other,Married,Fully Meets,2,3092,4,4,1,Leadership Development,Internal,Passed
2666,29-06-2019,10-Jan-21,PYZ,Active,Full-Time,Zone B,Full-Time,Production       ,Splicing,Labor,Female,31227,Asian,Divorced,Fully Meets,2,3093,3,4,5,Communication Skills,Internal,Passed
2667,15-07-2021,29-Sep-21,WBL,Active,Contract,Zone C,Full-Time,Production       ,Engineers,Engineer,Female,84169,Other,Widowed,Fully Meets,1,3094,2,3,1,Project Management,Internal,Failed
2668,19-08-2022,active,NEL,Active,Contract,Zone A,Part-Time,Production       ,Field Operations,Administrative,Female,69905,Other,Divorced,Fully Meets,4,3095,5,2,3,Communication Skills,Internal,Failed
2669,23-09-2019,09-Apr-23,PL,Terminated,Contract,Zone B,Part-Time,Production       ,Engineers,Technician,Female,59014,Hispanic,Single,Fully Meets,5,3096,1,3,2,Technical Skills,Internal,Failed
2670,11-10-2020,06-Jan-21,BPC,Terminated,Part-Time,Zone C,Temporary,Production       ,Project Management - Con,Administrator,Female,97514,White,Married,Fully Meets,4,3097,5,3,4,Project Management,Internal,Incomplete
2671,18-08-2021,active,CCDR,Active,Full-Time,Zone A,Full-Time,Production       ,Fielders,Technician,Male,20436,Black,Widowed,Fully Meets,4,3098,3,5,4,Leadership Development,External,Passed
2672,17-12-2022,active,CCDR,Active,Full-Time,Zone A,Temporary,Production       ,Fielders,Engineer,Male,44977,Black,Divorced,Exceeds,4,3099,5,4,4,Technical Skills,Internal,Passed
